"lessonNumber","lessonKey","section","syllabusId","objectiveId","atomicObjective","defaultVisibleTeachingEvidence","materialTypes","materialTitles","questionIds","pastPaperReference","reviewStatus","desktopEvidence","mobileEvidence","confidence"
"044","S8-L03","8","S8.06","S8.06.A01","Explain how a DBMS developer interface is used in practice.","The developer interface and query processor","flow | worked-example","Mechanism in examinable order | The developer interface and query processor: complete worked route","V3-Q-L041-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-044.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-044.png","high"
"044","S8-L03","8","S8.06","S8.06.A02","Explain how a DBMS query processor is used in practice.","The developer interface and query processor","flow | worked-example","Mechanism in examinable order | The developer interface and query processor: complete worked route","V3-Q-L041-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-044.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-044.png","high"
"045","S8-L04","8","S8.07","S8.07.A01","Show understanding that the DBMS carries out all creation / modification of the database structure using its Data Definition Language (DDL)","DDL creates/modifies structure, DML queries/maintains data, and SQL is an industry-standard language","cards | worked-example | reviewed-visual","Structure and relationships | DDL creates/modifies structure, DML queries/maintains data, and SQL is an industry-standard language: complete worked route | INSERT, UPDATE and DELETE are data manipulation commands","V3-Q-L042-01 | V3-Q-L042-02 | V3-Q-L042-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-045.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-045.png","high"
"045","S8-L04","8","S8.07","S8.07.A02","Show understanding that the DBMS carries out all queries and maintenance of data using its DML","DDL creates/modifies structure, DML queries/maintains data, and SQL is an industry-standard language","cards | worked-example | reviewed-visual","Structure and relationships | DDL creates/modifies structure, DML queries/maintains data, and SQL is an industry-standard language: complete worked route | INSERT, UPDATE and DELETE are data manipulation commands","V3-Q-L042-01 | V3-Q-L042-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-045.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-045.png","high"
"045","S8-L04","8","S8.07","S8.07.A03","Show understanding that the industry standard for both DDL and DML is Structured Query Language (SQL)","DDL creates/modifies structure, DML queries/maintains data, and SQL is an industry-standard language","cards | worked-example | reviewed-visual","Structure and relationships | DDL creates/modifies structure, DML queries/maintains data, and SQL is an industry-standard language: complete worked route | INSERT, UPDATE and DELETE are data manipulation commands","V3-Q-L042-01 | V3-Q-L042-02 | V3-Q-L042-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-045.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-045.png","high"
"046","S8-L05","8","S8.08","S8.08.A01","Understand given SQL (DDL) statements and be able to write simple SQL (DDL) statements using a sub-set of statements","A given SQL statement and explain the semantics of its clauses, identifiers, operators and values","cards | worked-example | reviewed-visual","Structure and relationships | A given SQL statement and explain the semantics of its clauses, identifiers, operators and values: complete worked route | The three foundation clauses","V3-Q-L043-01 | V3-Q-L043-02 | V3-Q-L043-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-046.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-046.png","high"
"046","S8-L05","8","S8.08","S8.08.A02","Understand a given SQL statement","A given SQL statement and explain the semantics of its clauses, identifiers, operators and values","cards | worked-example | reviewed-visual","Structure and relationships | A given SQL statement and explain the semantics of its clauses, identifiers, operators and values: complete worked route | The three foundation clauses","V3-Q-L043-01 | V3-Q-L043-02 | V3-Q-L043-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-046.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-046.png","high"
"046","S8-L05","8","S8.09","S8.09.A01","Write a CREATE DATABASE statement.","DDL: CREATE DATABASE, CREATE TABLE with CHARACTER/VARCHAR/BOOLEAN/INTEGER/REAL/DATE/TIME, ALTER TABLE, primary and foreign keys","cards | worked-example","Structure and relationships | DDL: CREATE DATABASE, CREATE TABLE with CHARACTER/VARCHAR/BOOLEAN/INTEGER/REAL/DATE/TIME, ALTER TABLE, primary and foreign keys: complete worked route","V3-Q-L044-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-046.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-046.png","high"
"046","S8-L05","8","S8.09","S8.09.A02","Write CREATE TABLE with appropriate CHARACTER, VARCHAR, BOOLEAN, INTEGER, REAL, DATE and TIME types.","DDL: CREATE DATABASE, CREATE TABLE with CHARACTER/VARCHAR/BOOLEAN/INTEGER/REAL/DATE/TIME, ALTER TABLE, primary and foreign keys","cards | worked-example","Structure and relationships | DDL: CREATE DATABASE, CREATE TABLE with CHARACTER/VARCHAR/BOOLEAN/INTEGER/REAL/DATE/TIME, ALTER TABLE, primary and foreign keys: complete worked route","V3-Q-L044-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-046.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-046.png","high"
"046","S8-L05","8","S8.09","S8.09.A03","Write an ALTER TABLE statement.","DDL: CREATE DATABASE, CREATE TABLE with CHARACTER/VARCHAR/BOOLEAN/INTEGER/REAL/DATE/TIME, ALTER TABLE, primary and foreign keys","cards | worked-example","Structure and relationships | DDL: CREATE DATABASE, CREATE TABLE with CHARACTER/VARCHAR/BOOLEAN/INTEGER/REAL/DATE/TIME, ALTER TABLE, primary and foreign keys: complete worked route","V3-Q-L044-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-046.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-046.png","high"
"046","S8-L05","8","S8.09","S8.09.A04","Declare a PRIMARY KEY in a table definition.","DDL: CREATE DATABASE, CREATE TABLE with CHARACTER/VARCHAR/BOOLEAN/INTEGER/REAL/DATE/TIME, ALTER TABLE, primary and foreign keys","cards | worked-example","Structure and relationships | DDL: CREATE DATABASE, CREATE TABLE with CHARACTER/VARCHAR/BOOLEAN/INTEGER/REAL/DATE/TIME, ALTER TABLE, primary and foreign keys: complete worked route","V3-043-S8.09-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-046.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-046.png","high"
"046","S8-L05","8","S8.09","S8.09.A05","Declare a FOREIGN KEY with REFERENCES.","DDL: CREATE DATABASE, CREATE TABLE with CHARACTER/VARCHAR/BOOLEAN/INTEGER/REAL/DATE/TIME, ALTER TABLE, primary and foreign keys","cards | worked-example","Structure and relationships | DDL: CREATE DATABASE, CREATE TABLE with CHARACTER/VARCHAR/BOOLEAN/INTEGER/REAL/DATE/TIME, ALTER TABLE, primary and foreign keys: complete worked route","V3-Q-L044-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-046.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-046.png","high"
"047","S8-L06","8","S8.10","S8.10.A01","Write SELECT and FROM clauses.","Use DML on at most two tables: SELECT, FROM, WHERE, ORDER BY, GROUP BY, INNER JOIN, SUM, COUNT and AVG.","cards | worked-example | reviewed-visual","Structure and relationships | DML on at most two tables: SELECT, FROM, WHERE, ORDER BY, GROUP BY, INNER JOIN, SUM,: complete worked route | Two-table INNER JOIN with ON","V3-Q-L043-01 | V3-Q-L043-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-047.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-047.png","high"
"047","S8-L06","8","S8.10","S8.10.A02","Use WHERE to filter rows.","Use DML on at most two tables: SELECT, FROM, WHERE, ORDER BY, GROUP BY, INNER JOIN, SUM, COUNT and AVG.","cards | worked-example | reviewed-visual","Structure and relationships | DML on at most two tables: SELECT, FROM, WHERE, ORDER BY, GROUP BY, INNER JOIN, SUM,: complete worked route | Two-table INNER JOIN with ON","V3-Q-L043-01 | V3-Q-L043-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-047.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-047.png","high"
"047","S8-L06","8","S8.10","S8.10.A03","Use ORDER BY to sort results.","Use DML on at most two tables: SELECT, FROM, WHERE, ORDER BY, GROUP BY, INNER JOIN, SUM, COUNT and AVG.","cards | worked-example | reviewed-visual","Structure and relationships | DML on at most two tables: SELECT, FROM, WHERE, ORDER BY, GROUP BY, INNER JOIN, SUM,: complete worked route | Two-table INNER JOIN with ON","V3-043-S8.10-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-047.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-047.png","high"
"047","S8-L06","8","S8.10","S8.10.A04","Use GROUP BY for grouped results.","Use DML on at most two tables: SELECT, FROM, WHERE, ORDER BY, GROUP BY, INNER JOIN, SUM, COUNT and AVG.","cards | worked-example | reviewed-visual","Structure and relationships | DML on at most two tables: SELECT, FROM, WHERE, ORDER BY, GROUP BY, INNER JOIN, SUM,: complete worked route | Two-table INNER JOIN with ON","V3-043-S8.10-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-047.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-047.png","high"
"047","S8-L06","8","S8.10","S8.10.A05","Use INNER JOIN across at most two tables.","Use DML on at most two tables: SELECT, FROM, WHERE, ORDER BY, GROUP BY, INNER JOIN, SUM, COUNT and AVG.","cards | worked-example | reviewed-visual","Structure and relationships | DML on at most two tables: SELECT, FROM, WHERE, ORDER BY, GROUP BY, INNER JOIN, SUM,: complete worked route | Two-table INNER JOIN with ON","V3-Q-L043-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-047.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-047.png","high"
"047","S8-L06","8","S8.10","S8.10.A06","Use SUM, COUNT and AVG aggregate functions.","Use DML on at most two tables: SELECT, FROM, WHERE, ORDER BY, GROUP BY, INNER JOIN, SUM, COUNT and AVG.","cards | worked-example | reviewed-visual","Structure and relationships | DML on at most two tables: SELECT, FROM, WHERE, ORDER BY, GROUP BY, INNER JOIN, SUM,: complete worked route | Two-table INNER JOIN with ON","V3-043-S8.10-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-047.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-047.png","high"
"047","S8-L06","8","S8.11","S8.11.A01","Write INSERT INTO to add a row.","INSERT, DELETE and UPDATE to maintain data","table | worked-example | reviewed-visual","Compare by technical factor | Maintain one Student record safely | DELETE FROM removes records","V3-Q-L044-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-047.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-047.png","high"
"047","S8-L06","8","S8.11","S8.11.A02","Write UPDATE with SET and a safe WHERE condition.","INSERT, DELETE and UPDATE to maintain data","table | worked-example | reviewed-visual","Compare by technical factor | Maintain one Student record safely | DELETE FROM removes records","V3-Q-L044-02 | V3-Q-L044-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-047.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-047.png","high"
"047","S8-L06","8","S8.11","S8.11.A03","Write DELETE FROM with a safe WHERE condition.","INSERT, DELETE and UPDATE to maintain data","table | worked-example | reviewed-visual","Compare by technical factor | Maintain one Student record safely | DELETE FROM removes records","V3-Q-L044-02 | V3-Q-L044-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-047.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-047.png","high"
"048","REV-P1","Review","S1.01.R","S1.01.R","Diagnose and connect S1.01 in an integrated response.","Section 1: Information representation","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S1.02.R","S1.02.R","Diagnose and connect S1.02 in an integrated response.","Section 2: Communication","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S1.03.R","S1.03.R","Diagnose and connect S1.03 in an integrated response.","Section 3: Hardware","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S1.04.R","S1.04.R","Diagnose and connect S1.04 in an integrated response.","Section 4: Processor fundamentals","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S1.05.R","S1.05.R","Diagnose and connect S1.05 in an integrated response.","Section 5: System software","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S1.06.R","S1.06.R","Diagnose and connect S1.06 in an integrated response.","Section 6: Security, privacy and data integrity","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S1.07.R","S1.07.R","Diagnose and connect S1.07 in an integrated response.","Section 7: Ethics and ownership","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S1.08.R","S1.08.R","Diagnose and connect S1.08 in an integrated response.","Section 8: Databases","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S1.09.R","S1.09.R","Diagnose and connect S1.09 in an integrated response.","Section 1: Information representation","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S1.10.R","S1.10.R","Diagnose and connect S1.10 in an integrated response.","Section 2: Communication","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S1.11.R","S1.11.R","Diagnose and connect S1.11 in an integrated response.","Section 3: Hardware","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.01.R","S2.01.R","Diagnose and connect S2.01 in an integrated response.","Section 4: Processor fundamentals","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.02.R","S2.02.R","Diagnose and connect S2.02 in an integrated response.","Section 5: System software","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.03.R","S2.03.R","Diagnose and connect S2.03 in an integrated response.","Section 6: Security, privacy and data integrity","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.04.R","S2.04.R","Diagnose and connect S2.04 in an integrated response.","Section 7: Ethics and ownership","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.05.R","S2.05.R","Diagnose and connect S2.05 in an integrated response.","Section 8: Databases","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.06.R","S2.06.R","Diagnose and connect S2.06 in an integrated response.","Section 1: Information representation","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.07.R","S2.07.R","Diagnose and connect S2.07 in an integrated response.","Section 2: Communication","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.08.R","S2.08.R","Diagnose and connect S2.08 in an integrated response.","Section 3: Hardware","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.09.R","S2.09.R","Diagnose and connect S2.09 in an integrated response.","Section 4: Processor fundamentals","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.10.R","S2.10.R","Diagnose and connect S2.10 in an integrated response.","Section 5: System software","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.11.R","S2.11.R","Diagnose and connect S2.11 in an integrated response.","Section 6: Security, privacy and data integrity","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.12.R","S2.12.R","Diagnose and connect S2.12 in an integrated response.","Section 7: Ethics and ownership","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.13.R","S2.13.R","Diagnose and connect S2.13 in an integrated response.","Section 8: Databases","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.14.R","S2.14.R","Diagnose and connect S2.14 in an integrated response.","Section 1: Information representation","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.15.R","S2.15.R","Diagnose and connect S2.15 in an integrated response.","Section 2: Communication","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S2.16.R","S2.16.R","Diagnose and connect S2.16 in an integrated response.","Section 3: Hardware","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S3.01.R","S3.01.R","Diagnose and connect S3.01 in an integrated response.","Section 4: Processor fundamentals","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S3.02.R","S3.02.R","Diagnose and connect S3.02 in an integrated response.","Section 5: System software","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S3.03.R","S3.03.R","Diagnose and connect S3.03 in an integrated response.","Section 6: Security, privacy and data integrity","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S3.04.R","S3.04.R","Diagnose and connect S3.04 in an integrated response.","Section 7: Ethics and ownership","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S3.05.R","S3.05.R","Diagnose and connect S3.05 in an integrated response.","Section 8: Databases","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S3.06.R","S3.06.R","Diagnose and connect S3.06 in an integrated response.","Section 1: Information representation","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S3.07.R","S3.07.R","Diagnose and connect S3.07 in an integrated response.","Section 2: Communication","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S3.08.R","S3.08.R","Diagnose and connect S3.08 in an integrated response.","Section 3: Hardware","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S3.09.R","S3.09.R","Diagnose and connect S3.09 in an integrated response.","Section 4: Processor fundamentals","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S3.10.R","S3.10.R","Diagnose and connect S3.10 in an integrated response.","Section 5: System software","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.01.R","S4.01.R","Diagnose and connect S4.01 in an integrated response.","Section 6: Security, privacy and data integrity","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.02.R","S4.02.R","Diagnose and connect S4.02 in an integrated response.","Section 7: Ethics and ownership","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.03.R","S4.03.R","Diagnose and connect S4.03 in an integrated response.","Section 8: Databases","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.04.R","S4.04.R","Diagnose and connect S4.04 in an integrated response.","Section 1: Information representation","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.05.R","S4.05.R","Diagnose and connect S4.05 in an integrated response.","Section 2: Communication","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.06.R","S4.06.R","Diagnose and connect S4.06 in an integrated response.","Section 3: Hardware","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.07.R","S4.07.R","Diagnose and connect S4.07 in an integrated response.","Section 4: Processor fundamentals","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.08.R","S4.08.R","Diagnose and connect S4.08 in an integrated response.","Section 5: System software","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.09.R","S4.09.R","Diagnose and connect S4.09 in an integrated response.","Section 6: Security, privacy and data integrity","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.10.R","S4.10.R","Diagnose and connect S4.10 in an integrated response.","Section 7: Ethics and ownership","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.11.R","S4.11.R","Diagnose and connect S4.11 in an integrated response.","Section 8: Databases","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.12.R","S4.12.R","Diagnose and connect S4.12 in an integrated response.","Section 1: Information representation","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.13.R","S4.13.R","Diagnose and connect S4.13 in an integrated response.","Section 2: Communication","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.14.R","S4.14.R","Diagnose and connect S4.14 in an integrated response.","Section 3: Hardware","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S4.15.R","S4.15.R","Diagnose and connect S4.15 in an integrated response.","Section 4: Processor fundamentals","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S5.01.R","S5.01.R","Diagnose and connect S5.01 in an integrated response.","Section 5: System software","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S5.02.R","S5.02.R","Diagnose and connect S5.02 in an integrated response.","Section 6: Security, privacy and data integrity","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S5.03.R","S5.03.R","Diagnose and connect S5.03 in an integrated response.","Section 7: Ethics and ownership","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S5.04.R","S5.04.R","Diagnose and connect S5.04 in an integrated response.","Section 8: Databases","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S5.05.R","S5.05.R","Diagnose and connect S5.05 in an integrated response.","Section 1: Information representation","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S5.06.R","S5.06.R","Diagnose and connect S5.06 in an integrated response.","Section 2: Communication","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S5.07.R","S5.07.R","Diagnose and connect S5.07 in an integrated response.","Section 3: Hardware","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
"048","REV-P1","Review","S6.01.R","S6.01.R","Diagnose and connect S6.01 in an integrated response.","Section 4: Processor fundamentals","","","","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-048.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-048.png","high"
