"asset_id","title","path","ownership_status","requirement_ids","allowed_lesson_ids","rollout_status","source_old_lessons","delivery","reasons"
"stage10-lesson-069-firewall","Firewalls filter traffic using rules","assets/diagrams/stage10-infographics/stage10-lesson-069-firewall.jpg","inventory-only","","","inventory-only","69","OPTIONAL / EXTEND",""
"stage10-lesson-069-limits","Controls reduce risk but have limits","assets/diagrams/stage10-infographics/stage10-lesson-069-limits.jpg","inventory-only","","","inventory-only","69","OPTIONAL / EXTEND",""
"stage10-lesson-069-monitoring","Network monitoring watches for patterns and evidence","assets/diagrams/stage10-infographics/stage10-lesson-069-monitoring.jpg","inventory-only","","","inventory-only","69","OPTIONAL / EXTEND",""
"stage10-lesson-069-proxy","A proxy acts as an intermediary","assets/diagrams/stage10-infographics/stage10-lesson-069-proxy.jpg","inventory-only","","","inventory-only","69","OPTIONAL / EXTEND",""
"stage10-lesson-069-rules","Firewall rules should be specific and ordered","assets/diagrams/stage10-infographics/stage10-lesson-069-rules.jpg","inventory-only","","","inventory-only","69","OPTIONAL / EXTEND",""
"stage10-lesson-070-checks","Common validation checks","assets/diagrams/stage10-infographics/stage10-lesson-070-checks.jpg","assigned","S6.07","034","whole-course-active","70","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-070-compare","Validation and verification are partners, not synonyms","assets/diagrams/stage10-infographics/stage10-lesson-070-compare.jpg","inventory-only","","","inventory-only","70","OPTIONAL / EXTEND",""
"stage10-lesson-070-core","Validation and verification protect data quality in different ways","assets/diagrams/stage10-infographics/stage10-lesson-070-core.jpg","inventory-only","","","inventory-only","70","OPTIONAL / EXTEND",""
"stage10-lesson-070-limits","Neither method guarantees truth","assets/diagrams/stage10-infographics/stage10-lesson-070-limits.jpg","inventory-only","","","inventory-only","70","OPTIONAL / EXTEND",""
"stage10-lesson-070-validation","Validation checks whether data obeys a rule","assets/diagrams/stage10-infographics/stage10-lesson-070-validation.jpg","inventory-only","","","inventory-only","70","OPTIONAL / EXTEND",""
"stage10-lesson-070-verification","Verification checks accuracy against the source","assets/diagrams/stage10-infographics/stage10-lesson-070-verification.jpg","assigned","S6.08","034","whole-course-active","70","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-070-verify-tool","Which verification method fits?","assets/diagrams/stage10-infographics/stage10-lesson-070-verify-tool.jpg","inventory-only","","","inventory-only","70","OPTIONAL / EXTEND",""
"stage10-lesson-071-audit-trails","Audit trails support accountability and investigation","assets/diagrams/stage10-infographics/stage10-lesson-071-audit-trails.jpg","inventory-only","","","inventory-only","71","OPTIONAL / EXTEND",""
"stage10-lesson-071-backups","Backup type affects speed, storage and recovery complexity","assets/diagrams/stage10-infographics/stage10-lesson-071-backups.jpg","inventory-only","","","inventory-only","71","OPTIONAL / EXTEND",""
"stage10-lesson-071-compare","Compare by purpose, not by ""security word""","assets/diagrams/stage10-infographics/stage10-lesson-071-compare.jpg","inventory-only","","","inventory-only","71","OPTIONAL / EXTEND",""
"stage10-lesson-071-core","Recovery planning is about availability, integrity and accountability","assets/diagrams/stage10-infographics/stage10-lesson-071-core.jpg","inventory-only","","","inventory-only","71","OPTIONAL / EXTEND",""
"stage10-lesson-071-recovery","Disaster recovery is more than data copying","assets/diagrams/stage10-infographics/stage10-lesson-071-recovery.jpg","inventory-only","","","inventory-only","71","OPTIONAL / EXTEND",""
"stage10-lesson-071-rpo-tool","Match backup frequency to acceptable data loss","assets/diagrams/stage10-infographics/stage10-lesson-071-rpo-tool.jpg","inventory-only","","","inventory-only","71","OPTIONAL / EXTEND",""
"stage10-lesson-071-strategy","A strategy defines location, frequency, retention and security","assets/diagrams/stage10-infographics/stage10-lesson-071-strategy.jpg","inventory-only","","","inventory-only","71","OPTIONAL / EXTEND",""
"stage10-lesson-072-compare","Similar-looking controls: choose by mechanism","assets/diagrams/stage10-infographics/stage10-lesson-072-compare.jpg","review-only","","","inventory-only","72","OPTIONAL / EXTEND",""
"stage10-lesson-072-controls","Controls have different jobs","assets/diagrams/stage10-infographics/stage10-lesson-072-controls.jpg","review-only","","","inventory-only","72","OPTIONAL / EXTEND",""
"stage10-lesson-072-diagnostic","Identify the risk family first","assets/diagrams/stage10-infographics/stage10-lesson-072-diagnostic.jpg","review-only","","","inventory-only","72","OPTIONAL / EXTEND",""
"stage10-lesson-072-matcher","Select the best control for the scenario","assets/diagrams/stage10-infographics/stage10-lesson-072-matcher.jpg","review-only","","","inventory-only","72","OPTIONAL / EXTEND",""
"stage10-lesson-072-method","Use the four-part answer chain","assets/diagrams/stage10-infographics/stage10-lesson-072-method.jpg","review-only","","","inventory-only","72","OPTIONAL / EXTEND",""
"stage10-lesson-072-review-map","Section 6 review map: risk families and likely controls","assets/diagrams/stage10-infographics/stage10-lesson-072-review-map.jpg","review-only","","","inventory-only","72","OPTIONAL / EXTEND",""
"stage10-lesson-073-ethics","Ethics is about responsible decision-making","assets/diagrams/stage10-infographics/stage10-lesson-073-ethics.jpg","assigned","S7.01;S7.02","035","whole-course-active","73","OPTIONAL / EXTEND","The visual explains ethical decision-making rather than professional-body membership.;Reviewed syllabus visualEvidence contract"
"stage10-lesson-073-mapper","Map a decision to stakeholders, benefits and concerns","assets/diagrams/stage10-infographics/stage10-lesson-073-mapper.jpg","inventory-only","","","inventory-only","73","OPTIONAL / EXTEND",""
"stage10-lesson-073-method","Use a balanced evaluation structure","assets/diagrams/stage10-infographics/stage10-lesson-073-method.jpg","inventory-only","","","inventory-only","73","OPTIONAL / EXTEND",""
"stage10-lesson-073-stakeholders","Ethical answers start with stakeholders","assets/diagrams/stage10-infographics/stage10-lesson-073-stakeholders.jpg","assigned","S7.03","036","whole-course-active","73","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-073-tradeoffs","Most ethical issues are trade-offs, not slogans","assets/diagrams/stage10-infographics/stage10-lesson-073-tradeoffs.jpg","inventory-only","","","inventory-only","73","OPTIONAL / EXTEND",""
"stage10-lesson-074-checklist","Choose a weak policy and see what is missing","assets/diagrams/stage10-infographics/stage10-lesson-074-checklist.jpg","inventory-only","","","inventory-only","74","OPTIONAL / EXTEND",""
"stage10-lesson-074-method","Use a privacy impact answer structure","assets/diagrams/stage10-infographics/stage10-lesson-074-method.jpg","inventory-only","","","inventory-only","74","OPTIONAL / EXTEND",""
"stage10-lesson-074-principles","Good answers link a principle to a concrete risk","assets/diagrams/stage10-infographics/stage10-lesson-074-principles.jpg","inventory-only","","","inventory-only","74","OPTIONAL / EXTEND",""
"stage10-lesson-074-privacy","Privacy is control over personal information","assets/diagrams/stage10-infographics/stage10-lesson-074-privacy.jpg","inventory-only","","","inventory-only","74","OPTIONAL / EXTEND",""
"stage10-lesson-074-protection","Data protection reduces misuse and unnecessary exposure","assets/diagrams/stage10-infographics/stage10-lesson-074-protection.jpg","inventory-only","","","inventory-only","74","OPTIONAL / EXTEND",""
"stage10-lesson-074-scanner","Find the privacy risk in a data collection scenario","assets/diagrams/stage10-infographics/stage10-lesson-074-scanner.jpg","inventory-only","","","inventory-only","74","OPTIONAL / EXTEND",""
"stage10-lesson-074-surveillance","Surveillance can protect people, but it changes behaviour and trust","assets/diagrams/stage10-infographics/stage10-lesson-074-surveillance.jpg","inventory-only","","","inventory-only","74","OPTIONAL / EXTEND",""
"stage10-lesson-075-compare","Do not confuse protection type with permission type","assets/diagrams/stage10-infographics/stage10-lesson-075-compare.jpg","inventory-only","","","inventory-only","75","OPTIONAL / EXTEND",""
"stage10-lesson-075-copyright","Copyright protects expression, including software code","assets/diagrams/stage10-infographics/stage10-lesson-075-copyright.jpg","assigned","S7.04","037","whole-course-active","75","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-075-ip","What intellectual property can protect","assets/diagrams/stage10-infographics/stage10-lesson-075-ip.jpg","inventory-only","","","inventory-only","75","OPTIONAL / EXTEND",""
"stage10-lesson-075-licensing","A licence grants permission under conditions","assets/diagrams/stage10-infographics/stage10-lesson-075-licensing.jpg","assigned","S7.05","037","whole-course-active","75","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-075-matcher","Choose the likely permission issue","assets/diagrams/stage10-infographics/stage10-lesson-075-matcher.jpg","inventory-only","","","inventory-only","75","OPTIONAL / EXTEND",""
"stage10-lesson-075-patents","Patents protect inventions, not every line of code","assets/diagrams/stage10-infographics/stage10-lesson-075-patents.jpg","inventory-only","","","inventory-only","75","OPTIONAL / EXTEND",""
"stage10-lesson-076-advisor","Match the software type to the scenario","assets/diagrams/stage10-infographics/stage10-lesson-076-advisor.jpg","inventory-only","","","inventory-only","76","OPTIONAL / EXTEND",""
"stage10-lesson-076-method","Use a scenario-based comparison structure","assets/diagrams/stage10-infographics/stage10-lesson-076-method.jpg","inventory-only","","","inventory-only","76","OPTIONAL / EXTEND",""
"stage10-lesson-076-open-source","Open-source software makes source code available under a licence","assets/diagrams/stage10-infographics/stage10-lesson-076-open-source.jpg","inventory-only","","","inventory-only","76","OPTIONAL / EXTEND",""
"stage10-lesson-076-ownership","Ownership and licence obligations still matter","assets/diagrams/stage10-infographics/stage10-lesson-076-ownership.jpg","inventory-only","","","inventory-only","76","OPTIONAL / EXTEND",""
"stage10-lesson-076-proprietary","Proprietary software keeps control with the owner","assets/diagrams/stage10-infographics/stage10-lesson-076-proprietary.jpg","inventory-only","","","inventory-only","76","OPTIONAL / EXTEND",""
"stage10-lesson-076-tradeoffs","Compare by factor, not by favourite label","assets/diagrams/stage10-infographics/stage10-lesson-076-tradeoffs.jpg","inventory-only","","","inventory-only","76","OPTIONAL / EXTEND",""
"stage10-lesson-077-analyser","Classify the impact and choose a mitigation","assets/diagrams/stage10-infographics/stage10-lesson-077-analyser.jpg","inventory-only","","","inventory-only","77","OPTIONAL / EXTEND",""
"stage10-lesson-077-digital-divide","The digital divide is about access, skills and inclusion","assets/diagrams/stage10-infographics/stage10-lesson-077-digital-divide.jpg","inventory-only","","","inventory-only","77","OPTIONAL / EXTEND",""
"stage10-lesson-077-environment","Environmental impacts include energy use and resource consumption","assets/diagrams/stage10-infographics/stage10-lesson-077-environment.jpg","assigned","S7.06","038","whole-course-active","77","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-077-ewaste","E-waste is an ethical issue, not just a rubbish-bin issue","assets/diagrams/stage10-infographics/stage10-lesson-077-ewaste.jpg","inventory-only","","","inventory-only","77","OPTIONAL / EXTEND",""
"stage10-lesson-077-method","Use a balanced impact structure","assets/diagrams/stage10-infographics/stage10-lesson-077-method.jpg","inventory-only","","","inventory-only","77","OPTIONAL / EXTEND",""
"stage10-lesson-077-social","Social impacts affect work, communication and daily life","assets/diagrams/stage10-infographics/stage10-lesson-077-social.jpg","inventory-only","","","inventory-only","77","OPTIONAL / EXTEND",""
"stage10-lesson-078-compare","Common contrasts that stop vague answers","assets/diagrams/stage10-infographics/stage10-lesson-078-compare.jpg","review-only","","","inventory-only","78","OPTIONAL / EXTEND",""
"stage10-lesson-078-map","Section 7 topic map","assets/diagrams/stage10-infographics/stage10-lesson-078-map.jpg","review-only","","","inventory-only","78","OPTIONAL / EXTEND",""
"stage10-lesson-078-marking","What Cambridge-style marking usually rewards","assets/diagrams/stage10-infographics/stage10-lesson-078-marking.jpg","review-only","","","inventory-only","78","OPTIONAL / EXTEND",""
"stage10-lesson-078-structure","The five-part evaluation answer","assets/diagrams/stage10-infographics/stage10-lesson-078-structure.jpg","review-only","","","inventory-only","78","OPTIONAL / EXTEND",""
"stage10-lesson-079-data-info","Data vs information","assets/diagrams/stage10-infographics/stage10-lesson-079-data-info.jpg","inventory-only","","","inventory-only","79","OPTIONAL / EXTEND",""
"stage10-lesson-079-database","What is a database?","assets/diagrams/stage10-infographics/stage10-lesson-079-database.jpg","inventory-only","","","inventory-only","79","OPTIONAL / EXTEND",""
"stage10-lesson-079-dbms","What does a DBMS provide?","assets/diagrams/stage10-infographics/stage10-lesson-079-dbms.jpg","assigned","S8.05;S8.06","041","whole-course-active","81","CORE / TEACH","The visual's primary purpose is the complete DBMS feature set.;Reviewed syllabus visualEvidence contract"
"stage10-lesson-079-scenario","Which DBMS feature solves the problem?","assets/diagrams/stage10-infographics/stage10-lesson-079-scenario.jpg","inventory-only","","","inventory-only","79","OPTIONAL / EXTEND",""
"stage10-lesson-079-sorter","Is it data, information, database, or DBMS?","assets/diagrams/stage10-infographics/stage10-lesson-079-sorter.jpg","inventory-only","","","inventory-only","79","OPTIONAL / EXTEND",""
"stage10-lesson-079-terms","Core relational words for this lesson","assets/diagrams/stage10-infographics/stage10-lesson-079-terms.jpg","inventory-only","","","inventory-only","79","OPTIONAL / EXTEND",""
"stage10-lesson-080-anomalies","Why repeated data causes anomalies","assets/diagrams/stage10-infographics/stage10-lesson-080-anomalies.jpg","inventory-only","","","inventory-only","80","OPTIONAL / EXTEND",""
"stage10-lesson-080-compare","Flat-file vs relational comparison","assets/diagrams/stage10-infographics/stage10-lesson-080-compare.jpg","assigned","S8.01","039","whole-course-active","79","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-080-flat","Flat-file database","assets/diagrams/stage10-infographics/stage10-lesson-080-flat.jpg","inventory-only","","","inventory-only","80","OPTIONAL / EXTEND",""
"stage10-lesson-080-relational","Relational database","assets/diagrams/stage10-infographics/stage10-lesson-080-relational.jpg","inventory-only","","","inventory-only","80","OPTIONAL / EXTEND",""
"stage10-lesson-081-checkpoint","Section 8 basics so far","assets/diagrams/stage10-infographics/stage10-lesson-081-checkpoint.jpg","inventory-only","","","inventory-only","81","OPTIONAL / EXTEND",""
"stage10-lesson-081-constraint-tool","Which rule rejects the bad value?","assets/diagrams/stage10-infographics/stage10-lesson-081-constraint-tool.jpg","inventory-only","","","inventory-only","81","OPTIONAL / EXTEND",""
"stage10-lesson-081-constraints","Constraints and validation rules","assets/diagrams/stage10-infographics/stage10-lesson-081-constraints.jpg","inventory-only","","","inventory-only","81","OPTIONAL / EXTEND",""
"stage10-lesson-081-fields","Designing fields properly","assets/diagrams/stage10-infographics/stage10-lesson-081-fields.jpg","inventory-only","","","inventory-only","81","OPTIONAL / EXTEND",""
"stage10-lesson-081-terms","Tables, records and fields","assets/diagrams/stage10-infographics/stage10-lesson-081-terms.jpg","inventory-only","","","inventory-only","81","OPTIONAL / EXTEND",""
"stage10-lesson-081-type-tool","Choose the best data type","assets/diagrams/stage10-infographics/stage10-lesson-081-type-tool.jpg","inventory-only","","","inventory-only","81","OPTIONAL / EXTEND",""
"stage10-lesson-081-types","Common database data types","assets/diagrams/stage10-infographics/stage10-lesson-081-types.jpg","inventory-only","","","inventory-only","81","OPTIONAL / EXTEND",""
"stage10-lesson-082-foreign","Foreign keys link tables","assets/diagrams/stage10-infographics/stage10-lesson-082-foreign.jpg","inventory-only","","","inventory-only","82","OPTIONAL / EXTEND",""
"stage10-lesson-082-key-picker","Choose the best primary key","assets/diagrams/stage10-infographics/stage10-lesson-082-key-picker.jpg","inventory-only","","","inventory-only","82","OPTIONAL / EXTEND",""
"stage10-lesson-082-primary","Primary keys uniquely identify records","assets/diagrams/stage10-infographics/stage10-lesson-082-primary.jpg","inventory-only","","","inventory-only","82","OPTIONAL / EXTEND",""
"stage10-lesson-082-referential","Referential integrity","assets/diagrams/stage10-infographics/stage10-lesson-082-referential.jpg","assigned","S8.02","039","whole-course-active","80","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-082-relationship-tool","Classify the relationship","assets/diagrams/stage10-infographics/stage10-lesson-082-relationship-tool.jpg","inventory-only","","","inventory-only","82","OPTIONAL / EXTEND",""
"stage10-lesson-082-relationships","Relationships describe how records connect","assets/diagrams/stage10-infographics/stage10-lesson-082-relationships.jpg","inventory-only","","","inventory-only","82","OPTIONAL / EXTEND",""
"stage10-lesson-083-attributes","Attributes describe an entity","assets/diagrams/stage10-infographics/stage10-lesson-083-attributes.jpg","inventory-only","","","inventory-only","83","OPTIONAL / EXTEND",""
"stage10-lesson-083-cardinality","Cardinality describes how many records may be linked","assets/diagrams/stage10-infographics/stage10-lesson-083-cardinality.jpg","assigned","S8.03","040","whole-course-active","83","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-083-entities","Entities are things the database stores data about","assets/diagrams/stage10-infographics/stage10-lesson-083-entities.jpg","inventory-only","","","inventory-only","83","OPTIONAL / EXTEND",""
"stage10-lesson-083-parser","Identify entities and attributes","assets/diagrams/stage10-infographics/stage10-lesson-083-parser.jpg","inventory-only","","","inventory-only","83","OPTIONAL / EXTEND",""
"stage10-lesson-083-participation","Optional and mandatory participation","assets/diagrams/stage10-infographics/stage10-lesson-083-participation.jpg","inventory-only","","","inventory-only","83","OPTIONAL / EXTEND",""
"stage10-lesson-084-anomalies","Why one structure causes three anomalies","assets/diagrams/stage10-infographics/stage10-lesson-084-anomalies.jpg","inventory-only","","","inventory-only","84","OPTIONAL / EXTEND",""
"stage10-lesson-084-normal-forms","How normal forms remove dependency problems","assets/diagrams/stage10-infographics/stage10-lesson-084-normal-forms.jpg","assigned","S8.04","040","whole-course-active","81","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-084-purpose","Why normalisation protects consistency","assets/diagrams/stage10-infographics/stage10-lesson-084-purpose.jpg","inventory-only","","","inventory-only","84","OPTIONAL / EXTEND",""
"stage10-lesson-084-redundancy","How repeated facts become risky","assets/diagrams/stage10-infographics/stage10-lesson-084-redundancy.jpg","inventory-only","","","inventory-only","84","OPTIONAL / EXTEND",""
"stage10-lesson-085-clauses","The three foundation clauses","assets/diagrams/stage10-infographics/stage10-lesson-085-clauses.jpg","assigned","S8.08","043","whole-course-active","85","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-085-conditions","WHERE conditions and comparison operators","assets/diagrams/stage10-infographics/stage10-lesson-085-conditions.jpg","inventory-only","","","inventory-only","85","OPTIONAL / EXTEND",""
"stage10-lesson-085-strings","Text values need quotes; numbers usually do not","assets/diagrams/stage10-infographics/stage10-lesson-085-strings.jpg","inventory-only","","","inventory-only","85","OPTIONAL / EXTEND",""
"stage10-lesson-086-aggregates","Aggregate functions calculate one summary value","assets/diagrams/stage10-infographics/stage10-lesson-086-aggregates.jpg","inventory-only","","","inventory-only","86","OPTIONAL / EXTEND",""
"stage10-lesson-086-groupby","GROUP BY calculates summaries per group","assets/diagrams/stage10-infographics/stage10-lesson-086-groupby.jpg","inventory-only","","","inventory-only","86","OPTIONAL / EXTEND",""
"stage10-lesson-086-orderby","ORDER BY sorts output rows","assets/diagrams/stage10-infographics/stage10-lesson-086-orderby.jpg","inventory-only","","","inventory-only","86","OPTIONAL / EXTEND",""
"stage10-lesson-087-aliases","Table-qualified names and aliases prevent ambiguity","assets/diagrams/stage10-infographics/stage10-lesson-087-aliases.jpg","inventory-only","","","inventory-only","87","OPTIONAL / EXTEND",""
"stage10-lesson-087-join","Two-table INNER JOIN with ON","assets/diagrams/stage10-infographics/stage10-lesson-087-join.jpg","assigned","S8.10","043","whole-course-active","86","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-087-relationships","Related tables use primary keys and foreign keys","assets/diagrams/stage10-infographics/stage10-lesson-087-relationships.jpg","inventory-only","","","inventory-only","87","OPTIONAL / EXTEND",""
"stage10-lesson-088-delete","DELETE FROM removes records","assets/diagrams/stage10-infographics/stage10-lesson-088-delete.jpg","assigned","S8.11","044","whole-course-active","88","OPTIONAL / EXTEND","Shows the required DELETE FROM operation and the importance of a selective WHERE clause."
"stage10-lesson-088-dml","INSERT, UPDATE and DELETE are data manipulation commands","assets/diagrams/stage10-infographics/stage10-lesson-088-dml.jpg","assigned","S8.07","042","whole-course-active","84","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-088-insert","INSERT INTO adds a record","assets/diagrams/stage10-infographics/stage10-lesson-088-insert.jpg","assigned","S8.11","044","whole-course-active","88","OPTIONAL / EXTEND","Shows the required INSERT INTO operation for adding a record."
"stage10-lesson-088-update","UPDATE changes existing records","assets/diagrams/stage10-infographics/stage10-lesson-088-update.jpg","assigned","S8.11","044","whole-course-active","88","OPTIONAL / EXTEND","Shows the required UPDATE operation for changing existing records."
"stage10-lesson-089-backup","Backups allow data recovery after loss or corruption","assets/diagrams/stage10-infographics/stage10-lesson-089-backup.jpg","inventory-only","","","inventory-only","89","OPTIONAL / EXTEND",""
"stage10-lesson-089-security","Database security restricts access and protects confidentiality","assets/diagrams/stage10-infographics/stage10-lesson-089-security.jpg","inventory-only","","","inventory-only","89","OPTIONAL / EXTEND",""
"stage10-lesson-089-validation","Validation checks whether input is sensible or acceptable","assets/diagrams/stage10-infographics/stage10-lesson-089-validation.jpg","inventory-only","","","inventory-only","89","OPTIONAL / EXTEND",""
"stage10-lesson-089-verification","Verification checks data has been copied accurately","assets/diagrams/stage10-infographics/stage10-lesson-089-verification.jpg","inventory-only","","","inventory-only","89","OPTIONAL / EXTEND",""
"stage10-lesson-090-design","Relational design: what earns marks?","assets/diagrams/stage10-infographics/stage10-lesson-090-design.jpg","review-only","","","inventory-only","90","OPTIONAL / EXTEND",""
"stage10-lesson-090-map","Section 8 knowledge map","assets/diagrams/stage10-infographics/stage10-lesson-090-map.jpg","review-only","","","inventory-only","90","OPTIONAL / EXTEND",""
"stage10-lesson-090-protection","Do not swap the security vocabulary","assets/diagrams/stage10-infographics/stage10-lesson-090-protection.jpg","review-only","","","inventory-only","90","OPTIONAL / EXTEND",""
"stage10-lesson-090-sql","SQL clauses: choose the clause that matches the request","assets/diagrams/stage10-infographics/stage10-lesson-090-sql.jpg","review-only","","","inventory-only","90","OPTIONAL / EXTEND",""
"stage10-lesson-090-tracer","Trace one mixed SQL result","assets/diagrams/stage10-infographics/stage10-lesson-090-tracer.jpg","review-only","","","inventory-only","90","OPTIONAL / EXTEND",""
"stage10-lesson-091-calculator","Calculate image or sound storage","assets/diagrams/stage10-infographics/stage10-lesson-091-calculator.jpg","review-only","","","inventory-only","91","OPTIONAL / EXTEND",""
"stage10-lesson-091-communication","Explanation answers need mechanism and consequence","assets/diagrams/stage10-infographics/stage10-lesson-091-communication.jpg","review-only","","","inventory-only","91","OPTIONAL / EXTEND",""
"stage10-lesson-091-map","Sections 1-2 knowledge map","assets/diagrams/stage10-infographics/stage10-lesson-091-map.jpg","review-only","","","inventory-only","91","OPTIONAL / EXTEND",""
"stage10-lesson-091-representation","Calculation formulas worth retrieving cold","assets/diagrams/stage10-infographics/stage10-lesson-091-representation.jpg","review-only","","","inventory-only","91","OPTIONAL / EXTEND",""
"stage10-lesson-092-hardware","Choose hardware by matching characteristics to use","assets/diagrams/stage10-infographics/stage10-lesson-092-hardware.jpg","review-only","","","inventory-only","92","OPTIONAL / EXTEND",""
"stage10-lesson-092-logic","How hardware facts become mechanisms","assets/diagrams/stage10-infographics/stage10-lesson-092-logic.jpg","review-only","","","inventory-only","92","OPTIONAL / EXTEND",""
"stage10-lesson-092-map","Sections 3-4 knowledge map","assets/diagrams/stage10-infographics/stage10-lesson-092-map.jpg","review-only","","","inventory-only","92","OPTIONAL / EXTEND",""
"stage10-lesson-092-processor","Registers and buses: the FDE cycle vocabulary","assets/diagrams/stage10-infographics/stage10-lesson-092-processor.jpg","assigned","S4.07","021","whole-course-active","44","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-093-map","Sections 5-6 knowledge map","assets/diagrams/stage10-infographics/stage10-lesson-093-map.jpg","review-only","","","inventory-only","93","OPTIONAL / EXTEND",""
"stage10-lesson-093-matcher","Choose the best control","assets/diagrams/stage10-infographics/stage10-lesson-093-matcher.jpg","review-only","","","inventory-only","93","OPTIONAL / EXTEND",""
"stage10-lesson-093-security","Match the control to the threat","assets/diagrams/stage10-infographics/stage10-lesson-093-security.jpg","review-only","","","inventory-only","93","OPTIONAL / EXTEND",""
"stage10-lesson-093-software","OS and utility roles","assets/diagrams/stage10-infographics/stage10-lesson-093-software.jpg","review-only","","","inventory-only","93","OPTIONAL / EXTEND",""
"stage10-lesson-093-translators","Compiler, interpreter and assembler","assets/diagrams/stage10-infographics/stage10-lesson-093-translators.jpg","review-only","","","inventory-only","93","OPTIONAL / EXTEND",""
"stage10-lesson-094-databases","Relational design: structure before SQL","assets/diagrams/stage10-infographics/stage10-lesson-094-databases.jpg","review-only","","","inventory-only","94","OPTIONAL / EXTEND",""
"stage10-lesson-094-ethics","Evaluation answers need both sides and a condition","assets/diagrams/stage10-infographics/stage10-lesson-094-ethics.jpg","review-only","","","inventory-only","94","OPTIONAL / EXTEND",""
"stage10-lesson-094-map","Sections 7-8 knowledge map","assets/diagrams/stage10-infographics/stage10-lesson-094-map.jpg","review-only","","","inventory-only","94","OPTIONAL / EXTEND",""
"stage10-lesson-094-sql","Clause choice is not decoration","assets/diagrams/stage10-infographics/stage10-lesson-094-sql.jpg","review-only","","","inventory-only","94","OPTIONAL / EXTEND",""
"stage10-lesson-094-tracer","Trace one customer table query","assets/diagrams/stage10-infographics/stage10-lesson-094-tracer.jpg","review-only","","","inventory-only","94","OPTIONAL / EXTEND",""
"stage10-lesson-095-answer","Use the smallest frame that fits the command","assets/diagrams/stage10-infographics/stage10-lesson-095-answer.jpg","review-only","","","inventory-only","95","OPTIONAL / EXTEND",""
"stage10-lesson-095-commands","What each command word usually demands","assets/diagrams/stage10-infographics/stage10-lesson-095-commands.jpg","review-only","","","inventory-only","95","OPTIONAL / EXTEND",""
"stage10-lesson-095-decoder","Decode the command word before writing","assets/diagrams/stage10-infographics/stage10-lesson-095-decoder.jpg","review-only","","","inventory-only","95","OPTIONAL / EXTEND",""
"stage10-lesson-095-map","Paper 1 sections and question clues","assets/diagrams/stage10-infographics/stage10-lesson-095-map.jpg","review-only","","","inventory-only","95","OPTIONAL / EXTEND",""
"stage10-lesson-095-strategy","The 30-second annotation routine","assets/diagrams/stage10-infographics/stage10-lesson-095-strategy.jpg","review-only","","","inventory-only","95","OPTIONAL / EXTEND",""
"stage10-lesson-096-marking","Three checks before moving on","assets/diagrams/stage10-infographics/stage10-lesson-096-marking.jpg","review-only","","","inventory-only","96","OPTIONAL / EXTEND",""
"stage10-lesson-096-planner","Estimate a sensible time budget","assets/diagrams/stage10-infographics/stage10-lesson-096-planner.jpg","review-only","","","inventory-only","96","OPTIONAL / EXTEND",""
"stage10-lesson-096-quiz","Quick retrieval across Paper 1","assets/diagrams/stage10-infographics/stage10-lesson-096-quiz.jpg","review-only","","","inventory-only","96","OPTIONAL / EXTEND",""
"stage10-lesson-096-short","Compress the answer, not the marks","assets/diagrams/stage10-infographics/stage10-lesson-096-short.jpg","review-only","","","inventory-only","96","OPTIONAL / EXTEND",""
"stage10-lesson-096-timer","Run a timed short-answer sprint","assets/diagrams/stage10-infographics/stage10-lesson-096-timer.jpg","review-only","","","inventory-only","96","OPTIONAL / EXTEND",""
"stage10-lesson-096-timing","A practical mark-per-minute model","assets/diagrams/stage10-infographics/stage10-lesson-096-timing.jpg","review-only","","","inventory-only","96","OPTIONAL / EXTEND",""
"stage10-lesson-096-triage","Decide: answer now, flag, or return later?","assets/diagrams/stage10-infographics/stage10-lesson-096-triage.jpg","review-only","","","inventory-only","96","OPTIONAL / EXTEND",""
"stage10-lesson-097-balance","Evaluation is not just ""good and bad""","assets/diagrams/stage10-infographics/stage10-lesson-097-balance.jpg","review-only","","","inventory-only","97","OPTIONAL / EXTEND",""
"stage10-lesson-097-map","Extended-response topics across Paper 1","assets/diagrams/stage10-infographics/stage10-lesson-097-map.jpg","review-only","","","inventory-only","97","OPTIONAL / EXTEND",""
"stage10-lesson-097-marking","How extended marks usually appear","assets/diagrams/stage10-infographics/stage10-lesson-097-marking.jpg","review-only","","","inventory-only","97","OPTIONAL / EXTEND",""
