lesson,section_order,section_id,delivery_group,delivery_role,classroom_activity,minutes,title,status,content_hash
066,4,delivery-02,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Why this matters,Classified,fd32fa88120debf863a2fcab438308a1e920ac1f886da7c33aa7f49a9af42d54
066,5,hook,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,A website asks for a password and then a code from your phone. What is the security idea?,Classified,58d1335c6189d67acd6023c2f0183c3289f24cc5b28bfab24050260332d005a9
066,6,core,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Authentication is identity checking,Classified,b45ffdf43c717c73c35597e31db4190b64db8d5efca522db94b1c364599b7518
066,7,explanation-core,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Authentication is identity checking,Classified,5686a4472e66a3def210b9f5dca866da82efb701504ccbb7bcd6328f459d7ee4
066,8,factors,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,"Authentication factors: know, have, are",Classified,9f031d4f0f672b2d9364122feecdfc21a5caea3cc1c9bf02b5a6d5e1353f502b
066,9,explanation-factors,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,"Authentication factors: know, have, are",Classified,38b7f9037cbbe043945be9cb1c3fcc6cb56eb80d356fb6723fa4de198c2d287d
066,10,passwords,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,"Passwords: cheap, familiar and often ruined by humans",Classified,6a7e1554c78661ff0e6c52d70a9fffabcc4c026ef304ea9bc0b90171d571c9b3
066,11,explanation-passwords,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,"Passwords: cheap, familiar and often ruined by humans",Classified,797b60b67645a7417e8e0a135c7a5e4b16478a4f5abe71f0b2724ee99eba3d1a
066,12,biometrics,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Biometrics: convenient identity evidence from physical or behavioural features,Classified,987fa2fc2968a5ee79b7003ca705845f657c31791f914462100b44786dbf34dc
066,13,explanation-biometrics,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Biometrics: convenient identity evidence from physical or behavioural features,Classified,cfabb36c07d9da7f9b690d492d0f4e0500dbc38f4ecebe6915fc796aaca7c6f2
066,14,tokens,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Tokens: proof that the user has a specific device or object,Classified,9458ff92347db6d10f2cb8f42b7a0605eabe907c7fa27467c7ce39f20759a092
066,15,explanation-tokens,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Tokens: proof that the user has a specific device or object,Classified,6583093faf25e8c87e401a3e686824f623e355a97035f0da108d6cdca0aacf80
066,16,mfa,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,MFA combines different factor types,Classified,4ea232906d6cf04b39f4cff1faada4a04ac3007ad44c994c77698b0812c4077f
066,17,explanation-mfa,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,MFA combines different factor types,Classified,0b198fdba760affb0939ccc7b767a44bbed7167dce0ba9c5ed8dbbb8812feb40
066,18,compare,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,"Compare methods by evidence, risk and context",Classified,54041eb5a32343aa9ce55c4b1c043329942f7f4b07e880227a10a1c5dc144ad5
066,19,explanation-compare,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,"Compare methods by evidence, risk and context",Classified,3d0f3d359ccde25860bd5c99b884bfc8b91cb1b600e33fa535f362c27d660ab9
066,20,tool,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Choose the authentication approach for the scenario,Classified,85ddbb63e7615bce73ba2df51f7189214020dd254d53e721e4bd03510acd193c
066,21,password-tool,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Estimate password quality without collecting real passwords,Classified,d8731cea6524140c8c5777dd2d3098a5c235a911ce167c2b9925f2144c7d662b
066,22,explanation-password-tool,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Estimate password quality without collecting real passwords,Classified,0289896a23ab5f9c2f7d2153b222e69d9b0d2286ad00e2ab7177f4a09f086fa9
066,23,examples,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Four model answers with method and trade-off,Classified,846b6c6e3bd9b214724bbfc7322be45997952fe9524963fb6bcdf039662d4ec4
066,24,practice,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Short answers: classify the method and factor,Classified,c83b795ddacf88ffef98b2a8536b240c0a694252affe96f942dfdfa4885b0e34
066,25,debug,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Fix the sentence before it loses marks,Classified,e41dd4c8b9f60cfe8101d1d74c1693162680d374b9599fa350ce5b04f10b6d4c
066,26,exam,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Original Cambridge-style questions with expandable MS,Classified,1eb29f06a2ff351c1867a2484902f72de15d3c420a499124ea4bddfa2309edb4
066,27,summary,remediation-v2-stage3-optional-066,OPTIONAL,EXTEND,,Authentication is about identity evidence,Classified,9d62a5446f8089310009b871ffde7f55e8f28e657e35ade31fe44bd19c5f52e9
066,28,homework,homework,AFTER_CLASS,HOMEWORK,,Homework tasks,Classified,af633f776b0a5ecf56432357898a1aee175a0211a5c0d02f33a7c36c75bf9324
067,1,stage2-completion,stage2-completion,CORE,TEACH,,Access rights and encryption as data-security methods,Classified,aa14b8b88d5bfd6aa9538cd6e0bcda086cf907a7ab96316839270fbb519c0333
067,2,explanation-controls,controls,CORE,TEACH,,"One control can support more than one goal, but not every goal",Classified,1a1e95342e7326505b3e2bff2a2cf63dfb4c2aa3ef8cbe281a8a6775b2d9c4d8
067,3,stage2-practice,stage2-practice,CORE,PRACTISE,,Access rights and encryption as data-security methods: apply and assess,Classified,0d4dd94ba5ab992e5441d846ba4a2cccf22a305fa5f3ecc94a03a49f9c41c2b9
067,4,overview,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,Logging in proves who you are. Permissions decide what you can touch.,Classified,8c91a9b1193c67020e5aa0fb72ad9bb7bf36065ccd8e9e28e6668a79af36d97a
067,5,delivery-02,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,Why this matters,Classified,65db4a26c3ae08d75b5819bf5ef1e6768d8fb5d2cba5dd503d5df8322b655251
067,6,hook,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,A student can log into the school system but cannot edit exam grades. What control is this?,Classified,e8ffd240e99260a231e0500fee6450f7a35c8f9860b851e349c2f4dae088aafc
067,7,core,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,Access control decides what authenticated users may do,Classified,f89419ec992d916d557b204fdb0c4007a4cdd7e19345ddb63bc8f616660f1815
067,8,explanation-core,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,Access control decides what authenticated users may do,Classified,a465f11a4e8a69dc87573032d4b638649d2036aad154b96352054f26880d4f75
067,9,rights,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,Common permission types,Classified,7bc088759c55055dfeb0eb22a3b3823bd61d4fc3bc97a61b9cc93d714b3b7b5d
067,10,explanation-rights,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,Common permission types,Classified,a4b0d33944ed792ced999a5ee1f37b30a907117d2993406b3e4558c0a6f33aa2
067,11,users,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,"Users, groups and roles keep permissions manageable",Classified,5b2c079e48859400e47eb942a38e0e7008bd3d29ecf6ac3740d370974fcf859c
067,12,explanation-users,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,"Users, groups and roles keep permissions manageable",Classified,571bae02449a4c0504cc1c1ba710d7e82f2e367e1248251450ef45d3146f7c33
067,13,matrix,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,A permission matrix makes access decisions visible,Classified,073f9a1f43b8e5257d9430f8b89bdeb3957f0ff7b64545d33d51cc95d0149e22
067,14,explanation-matrix,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,A permission matrix makes access decisions visible,Classified,aa6e8a07e82b3104d8980326031a4777ccd5c96d0fe9868b4cf7eb9d3a3f2158
067,15,least,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,Least privilege reduces unnecessary damage,Classified,d87fe57ed5a7efd09c008e9473f92f9d987ab0181fb4e9fac914a81a62fcaf3e
067,16,explanation-least,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,Least privilege reduces unnecessary damage,Classified,791087a51dc9b34808f6e321d1377e9b1cd9dc43db2654db818159f620ad811a
067,17,review,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,"Permissions need review, not just setup day optimism",Classified,7cbe1e1c814c369296996e4a381fad302801f67bff5ecfda1e7f97b4627db51e
067,18,explanation-review,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,"Permissions need review, not just setup day optimism",Classified,e81bb3201fac92d4dbfb778ec9d9e5c6ffa5d683ef961afa4842c3260c8e8b54
067,19,tool,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,Should the action be allowed?,Classified,a7e446d23d1bff001488f6fa285354af76c307aedc9e67292df73db335e85649
067,20,examples,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,"Four model answers using role, action and consequence",Classified,fc6e78b9e987e343d2e30c6a587a8db80a7948d63381c5c5b25d34230a506f77
067,21,practice,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,"Short answers: permission, role, reason",Classified,2994a9a14aac6e18cba387f289c259261c475edeb9b36b30e91ee637eee7159b
067,22,debug,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,Fix the sentence before it loses marks,Classified,e41dd4c8b9f60cfe8101d1d74c1693162680d374b9599fa350ce5b04f10b6d4c
067,23,exam,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,Original Cambridge-style questions with expandable MS,Classified,1eb29f06a2ff351c1867a2484902f72de15d3c420a499124ea4bddfa2309edb4
067,24,summary,remediation-v2-stage3-optional-067,OPTIONAL,EXTEND,,Permissions are practical security rules,Classified,d7b52e16c9564e81b6ad58284683872792f754657c43ae44a6b778d6684908a4
067,25,homework,homework,AFTER_CLASS,HOMEWORK,,Homework tasks,Classified,f23ff9fd56ac53aa5288635ae79a6451a2a040d7d91f1eda5fd8d351e6a56e01
068,1,stage2-completion,stage2-completion,CORE,TEACH,,Digital signatures and encryption,Classified,6aacbfecc5b5f207145d295be48bab5aefa12bf104f7a42f6218aae9ae8e1120
068,2,stage2-practice,stage2-practice,CORE,PRACTISE,,Digital signatures and encryption: apply and assess,Classified,5f50c1e25b3a2e96f6c9bf619d1d9fbbb10621c3e5d69b376c48c7aaafd572d3
068,3,overview,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,"Three security tools, three different jobs.",Classified,69098a87f4e1858d22df56d7c22ae147aaa794dcf184aea62af7da2cb05393ea
068,4,delivery-02,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Why this matters,Classified,12c518324d0bdfbf22648430c4152fab32c66c4134d18b39f71273cc24f2b699
068,5,hook,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,"A website stores a digest of your password, not the password itself. What method is being used?",Classified,6a4a56a752c3c0a006fa35f04f9b1ad6097deefb760a74dc6cf8f58f3e9a2b8e
068,6,core,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Security methods have different purposes,Classified,9863469f88ebaea5c95477040ba3017d68db00256eba3f383807b84ba5c47086
068,7,explanation-core,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Why security methods cannot substitute,Classified,dc02f04a2419024e47f5ff056f9d03b5be29f77831347c13b92719fe7c9f3932
068,8,encryption,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Encryption protects confidentiality,Classified,d41e30a19f0496ccbf4ae78340f1d76ad5ca52ade69889f7ff7b83846af5baa7
068,9,explanation-encryption,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,How encryption protects confidentiality,Classified,b362b60235007ccf70f88f0e8b3a6bb87abbb08d808ba1bff26602aa61e15514
068,10,keys,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Keys control who can encrypt or decrypt,Classified,a35473b03d28dfd492647ad7d991ec7ac7f031a4a9b2165803f3293e3334d379
068,11,explanation-keys,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Why key ownership changes capability,Classified,20316a455b1ea30dfed7af340861481bf2ed89c3b66c327a3c13df0b5a552d38
068,12,hashing,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,"Hashing is one-way comparison, not secret recovery",Classified,ed0e7fec5a910038164e5fc206668ed1e0938020bf18d39b9c99fdc956e9a8f8
068,13,explanation-hashing,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Why a hash supports comparison,Classified,99c3f50c3b24b7264666f13d1fe7920e2e851e7952d8ae9d58a05ce91cd3258b
068,14,certificates,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Digital certificates help authenticate websites,Classified,fd2cb39d47acd6d2226c812224ffc7568a0a3ac20475dfc96c13910d51d71c23
068,15,explanation-certificates,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,How a certificate supports trust,Classified,25a2c9cd60d8dd283c8e5a0a1db8d89a3679495fb8427c2ee8a50599db553010
068,16,https,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,HTTPS combines identity checking with encrypted communication,Classified,c33b9ce93635ec52c6a9855bb72e07eb79c721faecd52a534e62b7dbbd946dd8
068,17,explanation-https,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,How HTTPS combines trust and privacy,Classified,55092621076129ff3fa3bbfe0a232316eec4571b802ff11d9f721a891979f62c
068,18,compare,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Select the method that provides the required security property,Classified,1cb3d3bdd9bab1d64e389b30772c88966cbe2c25f133df8e6e89a88e1aec6579
068,19,explanation-compare,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,How the required property chooses the method,Classified,2199f801183d819cbc3dab8a68be1289876fae077a9b96ba4a2a8f781a1618e4
068,20,tool,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Which security method fits the scenario?,Classified,d4da0071c8fb3cf606106b1ad5c2bc3f69a58edf94fac2381c0aaf44650f7b51
068,21,hash-demo,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,"A tiny demonstration hash, not a real security hash",Classified,55758688e8aa3fb5889bd5db9015cec7cbec759590c52d2b09c7d09704c96e2e
068,22,examples,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Four model answers with strict method boundaries,Classified,d324a4f29118950da1ef5a510bcaebbacfaca0af1b2867c19194a360e1173243
068,23,practice,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Short answers: choose the exact method,Classified,5e3eeb30330aa2cfdd439c7afd2aa6ee532113a52c9aeb0f4254151c1a43040a
068,24,debug,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Fix the sentence before it loses marks,Classified,e41dd4c8b9f60cfe8101d1d74c1693162680d374b9599fa350ce5b04f10b6d4c
068,25,exam,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Original Cambridge-style questions with expandable MS,Classified,1eb29f06a2ff351c1867a2484902f72de15d3c420a499124ea4bddfa2309edb4
068,26,summary,remediation-v2-stage3-optional-068,OPTIONAL,EXTEND,,Do not swap the three methods,Classified,03c52f1f59ab7e83e6f3bccc4337e3d9cc0b6d3a60ff67b170cc0792fc96609f
068,27,homework,homework,AFTER_CLASS,HOMEWORK,,Homework tasks,Classified,e0bdb22abdc09a0a600af384b930ec4320933591d20ab9e602ee14b5320dd587
069,1,stage2-completion,stage2-completion,CORE,TEACH,,Firewall protection from a stand-alone PC to a network,Classified,a555eef863d460d682d9c08ba647da5c26a0dcd3da5e7378b01670ac174f2acb
069,2,stage2-practice,stage2-practice,CORE,PRACTISE,,Firewall protection from a stand-alone PC to a network: apply and assess,Classified,2e619296db76e9868f57f879de560df5e28815a9051cb993eb2735f77549be75
069,3,overview,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Network security is not just one locked door.,Classified,28300989efe8ea1bc525b161c8a7232513160670c0d7cc09faf144e2b139b548
069,4,delivery-02,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Why this matters,Classified,54749a2464beded7865075417190f4c795b95e55549e3eb331d370c1cee08abe
069,5,hook,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,A school blocks outgoing traffic to port 25 except from the mail server. What control is doing the work?,Classified,78d8b06924dabc07cf8fb8ca97f372d2b29587d9f4fdcad7731a0e4bda0b7e16
069,6,core,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Network controls sit between traffic and risk,Classified,3c1b03e8f4a66762d32adb71f941e705aaa2a34c739439dfbb2668bec2da55af
069,7,explanation-core,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Network controls sit between traffic and risk,Classified,12ed56f23ab593c76f6f567ef059ce3dbcdf99d380588cd0f154a66dadc9889f
069,8,firewall,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Firewalls filter traffic using rules,Classified,2a49a38463d53ab3198e5150f4a47f88d44303394673f3d1b1cd3947065ce73f
069,9,explanation-firewall,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Firewalls filter traffic using rules,Classified,3636dcdc9d577307e7800e49dd892022b3be0ea6885ac6feb4ea99a3833cd489
069,10,rules,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Firewall rules should be specific and ordered,Classified,050ea87856c64380771796eb4ba3951dabcf21dba659dcdacaf7b91e8e2408ee
069,11,explanation-rules,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Firewall rules should be specific and ordered,Classified,f8d11b0806629b642c3c5739c683ebcb5f12c16de562fb3985fc982d6feeef24
069,12,proxy,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,A proxy acts as an intermediary,Classified,55b83a9b570f23f5ed5cb80da32d1e3d6e24b4b28e0e89bdc779b66b02ab2ee1
069,13,explanation-proxy,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,A proxy acts as an intermediary,Classified,fd093eeb10390bd2f3d3e8ce7a51e2fb93e120cd6883bfdbe523e0685af00c90
069,14,monitoring,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Network monitoring watches for patterns and evidence,Classified,d671e8ed1d430a3b73a28201381a82e36b9062a7b074630a6936b9a403bf1b2d
069,15,explanation-monitoring,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Network monitoring watches for patterns and evidence,Classified,002d25e42e1f66c08a2916c270bef0654d6a90da711a401115796acf7eed125b
069,16,limits,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Controls reduce risk but have limits,Classified,d3dd710aa4e319e7ace906a2c7937facf9b4a7baea1bd4dc4dc35448c24c867b
069,17,explanation-limits,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Controls reduce risk but have limits,Classified,ce439ed42b617491a66206cb372e34be2b8de271ea1995c24ca6d673c82e3086
069,18,tool,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,"Allow, block or log?",Classified,d9729d390fc6118bce1045315e838fe26d968653194a47cddba9a81b51fdff94
069,19,event-tool,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Which control is most relevant?,Classified,83604ec37cd00400a758d5233167756f4e50c4178cda6aad7e6971d9ea968bbf
069,20,explanation-event-tool,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Which control is most relevant?,Classified,278850ac54c601fa6d104186fce30b48e1d42d87e925290b2f82ff5566736704
069,21,examples,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Four model answers with mechanism and limitation,Classified,14e4f915adcbb1483490d2ac009cd9d6f1a4da4aaae126bfb12b03d98a52a094
069,22,practice,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Short answers: name the control and mechanism,Classified,ec5c30442a30cf72db0f5cb4c93ea2b3adeeffd2425838609617c755c1b189cc
069,23,debug,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Fix the sentence before it loses marks,Classified,e41dd4c8b9f60cfe8101d1d74c1693162680d374b9599fa350ce5b04f10b6d4c
069,24,exam,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Original Cambridge-style questions with expandable MS,Classified,1eb29f06a2ff351c1867a2484902f72de15d3c420a499124ea4bddfa2309edb4
069,25,summary,remediation-v2-stage3-optional-069,OPTIONAL,EXTEND,,Each control has a different job,Classified,070a5b66ffe73589a98f118de4f34a69e374733ca46a47f38a8285161a6b864c
069,26,homework,homework,AFTER_CLASS,HOMEWORK,,Homework tasks,Classified,9b905069f2cf189781abfcdff28357824fac2d01e3beffe0fad5813cfc39af66
070,1,stage2-completion,stage2-completion,CORE,TEACH,,Complete validation and verification methods,Classified,3e674d8938f9ba47b9db83af26b60420a9b99077129ba1953cbba4b97e23289e
070,2,explanation-verification,verification,CORE,TEACH,,Verification checks accuracy against the source,Classified,49e06e04bfe34fce95dd3b624cfbf41c2542c5e17d2dcde6c677cbb77a60ff41
070,3,explanation-checks,checks,CORE,TEACH,,Common validation checks,Classified,3f2756b08993785adfc41dd0a8ceb1d1acdcbe0f35d83da1e445a134f315ad78
070,4,stage2-practice,stage2-practice,CORE,PRACTISE,,Complete validation and verification methods: apply and assess,Classified,cf075d458ab77619c2fa4545f983c8410eef8e42f07fd9f648b36c5ed6cf36b8
070,5,overview,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,"Validation asks ""is it sensible?"" Verification asks ""was it copied correctly?""",Classified,c691b526bacb04a6bdb53478f61a6e8ad37326301ee0d17c3a53b6ca21c7c0fc
070,6,delivery-02,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Why this matters,Classified,9580f6da672d09a76ad862fc1ec178de1cea60dfb101bdcc491b5cda5c9107e8
070,7,hook,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,A form rejects an age of 302 because the allowed range is 0 to 120. What is happening?,Classified,d95c6b8aad2bca1de795eba9c73bfccb2cf8764cfaf51a3d3dfd4004eb4df66d
070,8,core,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Validation and verification protect data quality in different ways,Classified,d9ccc7b28964b4de2254025c221c70923683a5e685340b44e48ac60022cf7a40
070,9,explanation-core,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Validation and verification protect data quality in different ways,Classified,d3b7f4a2f2f1d1a941d6fe17dec200a96a27c0876398f81ce7713e0608ccc101
070,10,validation,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Validation checks whether data obeys a rule,Classified,c62fda930c4b99ccd6b8c89e3fa01cbcf379dd2fdd63f17776450d9e250f708a
070,11,explanation-validation,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Validation checks whether data obeys a rule,Classified,70d3eff5a474b72c75739c0087cb82eb1a8f6f6f2e2363b1cd3973d5a9f6471e
070,12,checks,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Common validation checks,Classified,32a9c896b7a23f6534de3cb859db22ede9ba715845a12485af93ae74ce5d31a7
070,13,verification,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Verification checks accuracy against the source,Classified,ecea264d2f626b851b367bb9bc60dfb9fd04ef1ef3d3e4a3176ee850e49cda86
070,14,compare,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,"Validation and verification are partners, not synonyms",Classified,0a1407bbb17bacb33cbb4d6aee497ef0b6ee161e7c4733c3ea4d493a77ce6858
070,15,explanation-compare,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,"Validation and verification are partners, not synonyms",Classified,2d68bb81d94c945d4a38e81067197d07a827a953459bd45f9264e40771916e48
070,16,limits,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Neither method guarantees truth,Classified,bda1ea5f2689fa2a8f25e9e8b03b08fff687ae41e4aec7fe4035096562f1d921
070,17,explanation-limits,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Neither method guarantees truth,Classified,4fd27f8f8e8aa6acf8ecdd23aab35d3bafb24d3f9ee312f535fd5fa82737a787
070,18,tool,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Try common validation checks,Classified,c9c5e25fc21fcdeff7e6a2041eba57d1511be1e91eef6fb5d761926139d699ed
070,19,verify-tool,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Which verification method fits?,Classified,767409b13669eabec654c33cb5d71324a50dfef54bca69445230c383fafc0315
070,20,explanation-verify-tool,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Which verification method fits?,Classified,40c12253a8eddc0371ab15f65ec6ae5bc68fd387f5240cc743252b39ce5f093b
070,21,examples,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Four model answers showing what is detected,Classified,1ce345486f52250b1cd488054a0cb2d0ebf3b473e107c8d8f595565f4faa77b5
070,22,practice,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Short answers: name the method and its limitation,Classified,145db53ea4fcba673eb7001b0daddf619cb75f772b07daf2297da146b2e5b0fb
070,23,debug,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Fix the sentence before it loses marks,Classified,e41dd4c8b9f60cfe8101d1d74c1693162680d374b9599fa350ce5b04f10b6d4c
070,24,exam,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,Original Cambridge-style questions with expandable MS,Classified,1eb29f06a2ff351c1867a2484902f72de15d3c420a499124ea4bddfa2309edb4
070,25,summary,remediation-v2-stage3-optional-070,OPTIONAL,EXTEND,,The difference is small in wording and large in marks,Classified,a74e9f72f544c175f178495da06e5f75fab98d67f134d2dafe706910110360b3
070,26,homework,homework,AFTER_CLASS,HOMEWORK,,Homework tasks,Classified,ef77383de5b59c8715925f54a2a7c491cc26eea756ecef8e036ce2e91ab1d49e
071,1,overview,overview,CORE,TEACH,,Backups are useful only if recovery actually works.,Classified,3e7fbebfdab212595c223d29d130a05262fd5502d326a7e26aff4e9b0b1cfa53
071,2,delivery-02,overview,CORE,TEACH,,Why this matters,Classified,2f9ad29ff14f501de7151c7d3b77c3ec9661a1f7bd485f5645b6255f41363657
071,3,hook,hook,CORE,ASK,,A ransomware attack encrypts the main server and the connected backup drive. What was wrong with the backup strategy?,Classified,df205a10e89a26209be63fb2cce82e0893fe8269ac1aea5975d790adb221c423
071,4,core,core,CORE,TEACH,,"Recovery planning is about availability, integrity and accountability",Classified,76ab42b6ebbe407e9e65a0490294a2545aaab990bfa174414174937e95bda7ca
071,5,explanation-core,core,OPTIONAL,EXTEND,,"Recovery planning is about availability, integrity and accountability",Classified,37f032b9038db6c8ab716ef517e1c05204f8a6871605d565ffa91ae0fa38b09e
071,6,backups,backups,CORE,TEACH,,"Backup type affects speed, storage and recovery complexity",Classified,80ecea6ae3fc38f2a25ed2043699754722f4cb981fd2d3da76675be87a6eaca9
071,7,explanation-backups,backups,OPTIONAL,EXTEND,,"Backup type affects speed, storage and recovery complexity",Classified,11b56a6fcdf9f5fd92a7c0f8d10dfe0af6cd6ae93e08a4c54c137739e5bdb120
071,8,strategy,strategy,CORE,TEACH,,"A strategy defines location, frequency, retention and security",Classified,d9d1211bc112afbb50d5e50f0f1ac150b38e57df8caf1a217eedc4cc9a66624b
071,9,explanation-strategy,strategy,OPTIONAL,EXTEND,,"A strategy defines location, frequency, retention and security",Classified,32d3192d1be09addb8b2e4dd67ae758eecad8fe97433021918b8c3b9dec73605
071,10,recovery,recovery,CORE,TEACH,,Disaster recovery is more than data copying,Classified,168a8cfca649875a7d90d6d824a52cae92c62afaa2492eb89c731639cc56c392
071,11,explanation-recovery,recovery,OPTIONAL,EXTEND,,Disaster recovery is more than data copying,Classified,adcedd2ad8350c24c64565a2e88f1b9047c21a54c38f3c9f534d896424d9feeb
